XM_029293563.1	XM_025829949.1	99.001	2202	0	1	1	2202	89	2268	0.0	3925
XM_029293563.1	XM_025829949.1	100.000	982	0	0	2579	3560	2267	3248	0.0	1814
XM_029297715.1	XM_025841100.2	100.000	1018	0	0	129	1146	336	1353	0.0	1881
XM_029297715.1	XM_025841100.2	100.000	129	0	0	1	129	176	304	1.02e-62	239
XM_025829224.2	XM_025814967.3	94.756	3661	163	12	10	3664	1041	4678	0.0	5670
XM_025833632.2	XM_025760256.3	81.294	1700	253	42	198	1845	309	1995	0.0	1317
XM_025833940.2	XM_025782091.3	99.296	7243	48	3	3071	10311	3041	10282	0.0	13090
XM_025833940.2	XM_025782091.3	98.812	3030	28	3	1	3024	15	3042	0.0	5389
XM_029293196.1	XM_025767347.2	93.342	1607	107	0	1	1607	567	2173	0.0	2375
XM_029293196.1	XM_025767347.2	95.907	904	35	2	1738	2639	2176	3079	0.0	1463
DQ889568.1	XM_025842799.3	99.858	703	0	1	2	704	522	1223	0.0	1291
DQ889568.1	XM_025796526.3	97.297	703	16	3	4	704	549	1250	0.0	1190
XM_025844838.1	XM_025844838.2	100.000	673	0	0	1	673	50	722	0.0	1243
XM_025844838.1	XM_025800611.2	95.170	704	17	10	1	690	417	1117	0.0	1096
XM_025750901.2	XM_025750902.2	99.367	4106	0	1	1	4080	15	4120	0.0	7415
XM_025759948.2	XM_025841585.1	98.945	2181	23	0	227	2407	130	2310	0.0	3901
XM_025759948.2	XM_029297489.1	98.922	1856	20	0	227	2082	130	1985	0.0	3317
XM_025759948.2	XM_029297489.1	97.143	35	0	1	2129	2163	1980	2013	1.48e-07	58.4
XM_025756394.2	XM_025751416.2	79.250	853	169	7	320	1168	247	1095	1.05e-167	588
XM_025756394.2	XM_025804823.2	79.250	853	169	7	320	1168	247	1095	1.05e-167	588
XM_025756394.2	XR_003169030.2	99.507	203	1	0	613	815	321	523	4.14e-102	370
XM_029288401.1	XM_029288410.1	99.188	1108	0	1	242	1349	552	1650	0.0	1988
XM_029288401.1	XM_029288410.1	97.287	258	2	2	1	254	135	391	4.86e-121	433
XM_029287394.1	XM_025766050.3	89.691	97	8	2	225	321	25	119	2.78e-27	122
XM_025768501.2	XM_025827757.2	98.993	1490	15	0	229	1718	188	1677	0.0	2669
XM_025768501.2	XM_025789360.2	89.873	79	8	0	145	223	1801	1723	1.99e-21	102
XM_029290584.1	XM_029291304.1	85.277	3525	377	58	3975	7392	298	3787	0.0	3504
XM_029290584.1	XM_025776371.3	89.552	1474	118	17	5625	7071	455	1919	0.0	1836
XM_029290584.1	XM_025786165.3	88.976	127	10	3	355	479	50	174	3.26e-36	154
XM_029290584.1	XM_025786165.3	88.991	109	10	1	66	174	57	163	4.25e-30	134
XM_029290584.1	XM_025786165.3	100.000	29	0	0	324	352	3	31	3.40e-06	54.7
XM_025832194.2	XM_029288961.1	99.048	105	1	0	3012	3116	906	1010	2.86e-47	189
XM_025832194.2	XM_025789957.3	95.775	71	3	0	1262	1332	213	283	4.92e-25	115
XM_025832194.2	XM_025789957.3	100.000	35	0	0	1225	1259	69	103	5.02e-10	65.8
XM_025832194.2	XM_025830255.2	96.875	32	1	0	217	248	174	205	1.09e-06	54.7
XM_025776166.2	XR_003169292.1	95.333	150	7	0	2769	2918	36	185	6.13e-62	239
XM_025776166.2	XR_003169292.1	96.581	117	4	0	3135	3251	184	300	1.35e-48	195
XM_025776135.2	XM_025776134.3	99.639	1661	0	1	1	1661	8	1662	0.0	3029
XM_025775755.2	XM_025775750.1	87.469	2019	222	18	214	2209	15	2025	0.0	2298
XM_025775755.2	XM_025775750.1	80.843	1874	328	21	2067	3929	2024	3877	0.0	1443
XM_025775755.2	XM_025775750.1	82.727	440	65	10	3915	4346	3793	4229	6.57e-105	381
XM_025775755.2	XM_025775750.1	89.796	98	4	3	4504	4597	4250	4345	1.58e-26	121
XM_025775755.2	XM_025775751.3	82.508	1778	269	26	2163	3925	2	1752	0.0	1522
XM_025775755.2	XM_025779791.1	91.803	976	80	0	687	1662	1	976	0.0	1360
XM_025775755.2	XM_025775680.3	76.853	1875	385	37	2066	3929	6308	8144	0.0	1013
XM_025775755.2	XM_025775680.3	88.764	178	20	0	3922	4099	8068	8245	5.45e-56	219
XM_025775755.2	XM_025781272.3	75.940	1542	323	37	360	1877	452	1969	0.0	749
XM_025775755.2	XM_025781272.3	77.749	1155	229	19	2007	3150	2078	3215	0.0	684
XM_025775755.2	XM_025781272.3	81.259	683	109	15	3255	3929	3254	3925	4.77e-151	534
XM_025775755.2	XM_025775656.2	79.084	961	182	14	1993	2948	1922	2868	0.0	643
XM_025775755.2	XR_003165245.3	82.173	359	51	9	3576	3929	3387	3737	2.45e-79	296
XM_025775755.2	XR_003165245.3	90.055	181	18	0	3922	4102	3661	3841	5.41e-61	235
XR_003812989.1	XM_025787873.2	100.000	2209	0	0	471	2679	427	2635	0.0	4080
XR_003812989.1	XM_025787873.2	100.000	426	0	0	1	426	1	426	0.0	787
XR_003812989.1	XM_025846042.3	89.862	434	22	9	3	429	1	419	2.44e-152	538
XR_003812989.1	XM_025775827.3	88.914	442	27	11	4	426	1	439	1.90e-148	525
XR_003812989.1	XM_025835069.2	90.836	371	21	8	57	420	40	404	3.23e-136	484
XR_003812989.1	XM_025797581.3	87.327	434	21	11	23	426	8	437	1.17e-130	466
XR_003812989.1	XM_025797583.3	87.327	434	21	11	23	426	10	439	1.17e-130	466
XR_003812989.1	XM_025768814.3	85.055	455	27	15	4	420	1	452	1.98e-118	425
XR_003812989.1	XM_029289833.2	85.022	454	27	15	5	420	1	451	7.14e-118	424
XR_003812989.1	XM_025825036.1	90.099	303	20	6	39	334	25	324	3.37e-106	385
XR_003812989.1	XM_025831031.3	88.650	326	20	12	23	334	16	338	4.36e-105	381
XR_003812989.1	XM_029289158.1	92.748	262	19	0	37	298	26	287	1.57e-104	379
XR_003812989.1	XM_029289158.1	86.792	159	10	7	270	420	307	462	1.33e-40	167
XR_003812989.1	XM_029289154.1	92.748	262	19	0	37	298	26	287	1.57e-104	379
XR_003812989.1	XM_029289154.1	86.792	159	10	7	270	420	307	462	1.33e-40	167
XR_003812989.1	XM_025798770.3	88.509	322	26	6	22	334	8	327	1.57e-104	379
XR_003812989.1	XM_025798770.3	79.167	192	23	13	240	422	285	468	1.36e-25	117
XR_003812989.1	XR_003811796.1	92.748	262	19	0	37	298	26	287	1.57e-104	379
XR_003812989.1	XR_003811796.1	86.792	159	10	7	270	420	307	462	1.33e-40	167
XR_003812989.1	XR_003153979.2	84.225	374	35	18	60	420	103	465	2.06e-93	342
XR_003812989.1	XM_029288531.2	81.328	482	29	28	54	477	31	509	3.44e-91	335
XR_003812989.1	XM_025753457.3	81.754	422	33	28	47	429	47	463	1.61e-84	313
XR_003812989.1	XM_025841579.2	87.455	279	14	6	60	338	88	345	3.49e-81	302
XR_003812989.1	XM_025841579.2	86.232	138	10	6	288	420	335	468	8.05e-33	141
XR_003812989.1	XM_025839931.1	87.410	278	16	12	61	338	90	348	3.49e-81	302
XR_003812989.1	XM_025839931.1	90.110	91	8	1	340	429	386	476	1.36e-25	117
XR_003812989.1	XM_025839929.2	87.410	278	16	12	61	338	178	436	3.49e-81	302
XR_003812989.1	XM_025839929.2	90.110	91	8	1	340	429	474	564	1.36e-25	117
XR_003812989.1	XR_003811828.1	95.135	185	8	1	2494	2677	1561	1745	7.55e-78	291
XR_003812989.1	XM_025801252.3	80.630	413	19	16	60	430	89	482	1.65e-69	263
XR_003812989.1	XM_025837798.3	91.713	181	13	2	136	314	165	345	1.28e-65	250
XR_003812989.1	XM_025814967.3	88.601	193	18	4	136	326	147	337	4.64e-60	231
XR_003812989.1	XM_025814967.3	89.231	65	2	2	60	121	89	151	2.30e-13	76.8
XR_003812989.1	XM_025787499.3	81.447	318	25	15	1	314	8	295	1.67e-59	230
XR_003812989.1	XR_003154674.2	79.697	330	32	15	1	326	40	338	2.81e-52	206
XR_003812989.1	XM_025787438.3	83.158	190	16	11	240	420	260	442	2.22e-38	159
XR_003812989.1	XM_025787437.3	83.158	190	16	11	240	420	260	442	2.22e-38	159
XR_003812989.1	XR_003190692.2	94.505	91	5	0	330	420	323	413	8.05e-33	141
XR_003812989.1	XR_003190690.2	94.505	91	5	0	330	420	323	413	8.05e-33	141
XM_025777577.2	XM_025777577.3	100.000	1147	0	0	1	1147	257	1403	0.0	2119
XM_025777577.2	XM_025795323.3	96.894	1159	9	3	1	1147	146	1289	0.0	1916
XR_003203764.1	XM_025833243.3	96.092	435	11	2	342	776	138	566	0.0	704
XR_003203764.1	XM_025833243.3	96.308	325	12	0	956	1280	566	890	1.23e-151	534
XR_003203764.1	XR_003184585.1	87.054	224	20	3	37	258	2	218	2.32e-64	244
XR_003203764.1	XR_003184585.1	92.857	98	6	1	250	346	322	419	3.13e-33	141
XR_003203764.1	XM_025807916.3	82.677	127	14	5	152	275	102	223	1.14e-22	106
XM_025833171.2	XM_025836118.3	86.555	476	62	2	114	588	325	799	1.62e-148	523
XM_029287581.1	XM_025749731.2	100.000	3289	0	0	2690	5978	2482	5770	0.0	6074
XM_029287581.1	XM_025749731.2	100.000	2482	0	0	2	2483	1	2482	0.0	4584
XM_029287581.1	XM_025749731.2	96.569	787	17	6	3093	3874	3666	2885	0.0	1295
XM_029287581.1	XM_025749731.2	100.000	128	0	0	5014	5141	4499	4626	1.84e-61	237
XM_029287581.1	XM_025749731.2	100.000	128	0	0	4707	4834	4806	4933	1.84e-61	237
XM_029287581.1	XM_029287583.2	99.463	3167	0	1	1	3150	23	3189	0.0	5738
XM_029287581.1	XM_029287583.2	100.000	58	0	0	3817	3874	3189	3132	1.50e-22	108
XM_029287581.1	XR_003814837.2	96.543	376	6	3	5498	5871	249	619	2.02e-175	616
XM_029287581.1	XR_003814837.2	97.573	206	5	0	5294	5499	1	206	1.75e-96	353
XM_029287581.1	XR_003814837.2	96.296	108	4	0	5871	5978	1087	1194	1.13e-43	178
XM_029287581.1	XM_025824752.3	91.475	434	22	2	4708	5141	1419	1837	2.05e-165	582
XM_029287581.1	XM_025824752.3	92.308	130	10	0	5012	5141	1416	1545	6.74e-46	185
XM_029287581.1	XM_025754854.1	83.969	393	37	16	4717	5098	87	464	1.75e-96	353
